^:<name=gwgz footnote=ck nocheck=true>	note
10.28	《旅獒》篇辭。言祭者不改易其物，而神唯享有德者之物。繄，語助也。 ○「德」字引《書》三。
10.29	總三書。
10.30	民爲神之主，神享要從民和看出。故帶說此句。
10.31	憑。
10.32	冷語，妙。
10.33	吐，不食其所祭也。言虞國社稷山川之神，亦享晉明德之祀，所謂「非人實親，惟德是依」也。 ○破「享祀豐潔，神必據我」二句。
10.34	去聲。
10.35	恐懼晉禍，挈其妻子以奔曹。
10.36	臘，歲終合祭諸神之名。言虞不能及歲終臘祭，卽在吾族旣行，而遂滅也。 ○「臘」字根上「享祀」來。
10.37	卽以滅虢之兵滅虞，不再舉兵也。 ○說虢亡虞必從之，何等斬截。
11.1	僖公九年  左傳
11.2	Main|齊桓下拜受胙
11.3	去聲。
11.4	修睦以尊周室，故以爲禮。
11.5	宰，官。孔，名。胙，祭肉。異姓諸侯，非夏商之後，不賜胙。襄王使宰孔賜齊桓胙，蓋尊之比于二王也。
11.6	有事于文武，謂有祭祀之事于文武之廟。天子稱異姓諸侯，皆曰伯舅。 ○本與下「以伯舅耋老」句連文，只因齊侯欲下拜歇住。王命遂分兩番說，錯落入妙。
11.7	將下階拜，受天子之賜。 ○插入一句，妙。
11.8	緊接。
11.9	迭。
11.10	如字。
11.11	七十曰耋。勞，功勞也。級，等也。言天子以伯舅年老，且有功勞于王室，故進一等，不令下階而拜。
11.12	止。
11.13	言君尊如天，其威嚴常在顏面之前。八寸曰咫。
11.14	去聲。
11.15	小白，桓公名。隕越，顛墜也。公自稱名，言我豈敢貪天子之寵命，不下階而拜。恐得罪于天，而顛墜于下，適足以昭天子之辱，敢不下階而拜乎？
11.16	句。
11.17	句。
11.18	句。
11.19	句。
12.1	僖公十五年  左傳
12.2	Main|陰飴甥對秦伯
12.3	卽呂甥。
12.4	穆公。
12.5	王城，秦地。秦許晉平之後，晉惠使卻乞召呂甥迎己。故會秦伯盟于此。
12.6	不和二字，對得駭人。
12.7	去聲。
12.8	語。
12.9	小人，在下之人也。君，指惠公。親，謂死于戰者。征繕，征賦治兵也。圉，惠公太子名。言小人恥其君爲秦所執，痛其親爲秦所殺，不憚征賦治兵以立太子。曰：「必報秦之讎，寧事戎狄，而與之共圖也。
12.10	君子，在上之人也。言君子愛其君，而知晉國之有罪，不憚征賦治兵，以待秦歸晉君之命。曰必報秦之德，惟有死而無二心也。 ○初讀「不和」二字，只謂盡露其短。今說出「不和」之故來，始知正炫其長。兩邊一樣加「不憚征繕」四字，是制縛秦伯要著。
12.11	又用「不和」二字作一束。筆法嚴整。
12.12	或死，或歸。
12.13	小人不知事理，徒爲憂慼，以爲秦必害其君；君子以己之心，度人之心，以爲秦必歸其君也。
12.14	毒秦，謂晉背施閉糴，毒害秦國也。 ○所以可慼。
12.15	所以爲恕。 ○卽承上君子小人說來。雙開雙合，章法極整，又極變。
12.16	捨。
12.17	晉有二心，而秦執之。晉旣知罪，而秦舍之。
12.18	舍之，則秦之德莫厚于此。執之，則秦之刑莫威于此。
12.19	服秦者，懷秦之德。貳秦者，畏秦之刑。
12.20	秦歸晉君之役，使諸侯懷德畏刑，可以成霸業也。
12.21	若秦初納晉君，今執之而不安定其位。
12.22	秦旣執晉君，今不歸而使之復立爲君。
12.23	是秦始有德于晉，而今則變德爲怨，秦豈肯爲此。 ○前兩段，並述君子小人意中事。「貳而執之」以下單就君子意中，一反一正歆動他。
12.24	入其彀中。
12.25	牛，羊，豕各一，爲一牢。將歸之故加其禮焉。
13.1	僖公二十二年  左傳
13.2	Main|子魚論戰
13.3	以宋襄公伐鄭故。
13.4	卽子魚。
13.5	宋，商之後。
13.6	公將圖霸興復。
13.7	獲罪于天，不可赦宥。 ○言不可與楚戰。
13.8	弘。 ○泓，水名。 ○總一句。
13.9	宋兵列陣已定。
13.10	楚人尚未盡渡泓水。 ○是絕好機會。
13.11	何意。
13.12	機會猶未失。
13.13	省句法。
13.14	又何意。
13.15	陣。
13.16	大崩曰敗績。
13.17	尖。
13.18	門官，守門之官，師行則從。殲，盡殺也。 ○二句，寫敗績不堪。
13.19	歸咎襄公不用子魚之言。
13.20	去聲。
13.21	同擒。
13.22	重，再也。二毛，頭黑白色者。言君子于敵人被傷者，不忍再傷。頭黑白色者，不忍擒之。 ○二句引起。
13.23	阻，迫也。隘，險也。言不迫人于險。 ○釋上不可意。
13.24	亡國之餘，根棄商句來。鼓，鳴鼓進兵也。言不進兵以擊未成陣者。 ○釋上未可意。 ○寡固不可以敵衆。宋公旣不量力以致喪師，又爲迂腐之說以自解，可發一笑。
13.25	一句斷盡。
13.26	擎。
13.27	勍，彊也。彊敵厄于險隘，而不成陣，是天助我以取勝機會。
13.28	迫而鼓進之，何不可之有。
13.29	猶恐未必能勝也。 ○加一句，更透。 ○辨「不以阻隘」，「不鼓不成列」。
13.30	苟。
13.31	胡耇，元老之稱。言與我爭彊者，皆吾之讎敵。雖及元老，猶將擒之，何有于二毛之人。 ○辨「不禽二毛」。
13.32	明設刑戮之恥，以教戰鬭，原求其殺人至死。若傷而未死，何可不再傷以死之。 ○辨「不重傷」。
13.33	若不忍再傷人，則不如不傷之。不忍禽二毛，則不如早服從之。 ○再辨「不重傷，不禽二毛」，更加痛快。
13.34	凡行三軍，以利而動。
13.35	兵以金退，以鼓進，以聲佐士衆之氣。
13.36	若以利而動，則雖迫敵于險，無不可也。
13.37	讒。
13.38	儳，參錯不齊之貌。指未整陣而言。聲士氣之盛，以致其志，則鼓敵之儳，勇氣百倍，無不可也。 ○再辨「不以阻隘」「不鼓不成列」，更加痛快。 ○篇中幾箇「可」字相呼應，妙。
14.1	僖公二十四年  左傳
14.2	Main|寺人披見文公
14.3	隙。
14.4	呂甥，郤芮，皆惠公舊臣。恐爲文公所偪害，欲焚公宮而弒之。
14.5	現， ○寺人，內官也，名披。請見文公，欲以難告。
14.6	讓，責也。公使人數其罪而責之，且辭不相見。 ○總二句。
14.7	五年，獻公使寺人披伐公于蒲城。
14.8	汝。
14.9	獻公命汝經宿乃至，汝不待宿，而卽日至。
14.10	其後我奔狄國，從狄君田獵于渭水之濱。
14.11	去聲。
14.12	惠公命汝三宿乃至，汝不待三宿，而次宿卽至。 ○就文公口中說出伐狄一事，補傳所未及。
14.13	二者雖奉獻公，惠公之命，何其至之太速也。 ○已上皆讓之之詞。
14.14	區。
14.15	袪，衣袂也。披伐蒲，斬公袪。言所斬之袪尚在，汝其去乎！ ○二句，是辭之之詞。
14.16	去聲。 ○臣謂君之入晉也，庶幾知君人之道矣。若猶未也，又將及于禍難。 ○含譏帶誚，小人輕薄口吻。又將及難句，已微露其意。下就文公之言，作兩層辨駁。
14.17	奉君命無二心，古之法制如此。
14.18	前此伐公，乃爲君除惡，當盡吾力爲之。
14.19	公在獻公時，則爲蒲人。在惠公時，則爲狄人。于我何關，而不速殺之？ ○竟斥之爲惡，復等之蒲狄人，快語。
14.20	今安知無有如蒲狄而能爲公害者乎，當亦有人奉命速至如披者也。意在含吐間，雋甚。 ○已上答雖有君命何其速也之意。
14.21	石。
14.22	去聲。 ○莊公九年，魯納子糾，與齊戰于乾時。管仲射中齊桓公帶鉤，後桓公用管仲爲相。 ○「射鉤」對「斬袪」，恰好。
14.23	君若反其所爲，則我將自去，無所辱于君命。
14.24	披，閹人，故稱刑臣。言但恐懼罪而行者甚多，寧獨我刑餘之人。言外見舊臣畏偪不安，必有禍難，意在含吐間，雋甚。 ○已上答「夫袪猶在，女其行乎」之意。
14.25	公乃召見寺人披。披以呂、郤之謀告。
14.26	避難也。
14.27	卽呂甥。
14.28	瑞。
14.29	呂、郤之才，不亞狐趙，因事失計，自取戮辱，惜哉！
15.1	僖公二十四年  左傳
15.2	Main|介之推不言祿
15.3	文公反國，賞從亡之臣。
15.4	介，姓。之，語助。推，名。介推亦在從亡中。未嘗言祿，而文公頒祿，亦不及介推。 ○先正多責推借正言以洩私怨。看此敍事，先書「不言祿」三字，使知推本自過人一等。
15.5	八人皆死，唯文公獨存。 ○一非人力。
15.6	惠公，懷公，皆忮害無親。外而諸侯，內而臣民，無不棄之。 ○二非人力。
15.7	三非人力。
15.8	四非人力。
15.9	置，立也。 ○總斷一筆。二三子更有何說。
15.10	再痛罵之，快極。
15.11	貪天之功，在人爲罪，在國爲奸。而下反以爲義，上反以推賞，是上下相欺，難與一日並處于朝矣。 ○此卽是歸隱意，乃「不言祿」之由也。
15.12	兌， ○言何不自去求賞，卽不求以死，將誰怨耶。 ○母特試之，故作相商語。
15.13	尤，過也。我以貪天者爲過，今復效之，則我之罪，又甚于彼矣。
15.14	看推自亦認有怨言，何勞後人又責其怨。
15.15	母特再試之，故再作相商語。 ○上是試以求利，此是試以求名。
15.16	煙。
15.17	人之有言，所以文飾其身。吾身將隱于山林，何用假言辭以文飾之。若自言之，是非隱而求顯也。 ○上是不欲享其利，此是不欲享其名。
15.18	細玩此四字，乃知其母上二番特試之也。
15.19	有此賢母，故能成子之高。
15.20	「不言祿」，結案。
15.21	緜上，西河地名。以此爲介推供祭之田。
15.22	志，記也。旌，表也。言以此田記吾祿不及推之過，且表推「不言祿」之善也。 ○「祿亦弗及」，結案。
16.1	僖公二十六年  左傳
16.2	Main|展喜犒師
16.3	考去聲。
16.4	展喜，魯大夫展禽之弟。犒，勞也。 ○人來伐我，卻往迎勞之，便妙。
16.5	受命，受犒師之辭命也。展禽，卽柳下惠，名獲，字禽。食采于柳邑，謚曰惠。
16.6	同「境」。
16.7	伏後「乃還」二字，妙。
16.8	不敢斥尊，托言來犒執事之臣。 ○辭令婉轉。
16.9	小人君子，以無識有識言。 ○說恐不得，說不恐又不得，分作君子小人說，奇妙。
16.10	同「懸」。
16.11	縣，繫也。罄，《國語》作「磬」。謂府藏空虛，如懸磬然。青草，蔬食也。時夏四月，今之二月，百物未成。故言在內而府藏空虛，在野而蔬食不備，魯之所恃者何在，而不恐乎。
16.12	先王，成王也。 ○一句喝出，辭氣正大。
16.13	魯祖。
16.14	泰。
16.15	齊祖。
16.16	去聲。
16.17	提出二國之祖，轉到王命。論有根據。
16.18	此句是先王之命。
16.19	太師，司盟之官。職，主也。 ○加此二句，見王命凜凜至今。
16.20	闋，失也。災，難也。彌縫，匡救，所以謀其不協。若此者，蓋欲昭明太公夾輔之舊職也。 ○「是以」字，緊承上王命來。三「其」字，皆指魯而言。
16.21	先之以桓公，疾接及君卽位，妙。
16.22	諸侯之望君，咸曰：「其能率循桓公、彌縫匡救之功。」 ○不獨寫魯，通寫諸侯，妙。
16.23	我敝邑用是不敢聚衆保守。咸曰：「豈其嗣桓公世方及九年，而遽棄王命，廢舊職，其若先君太公，桓公何？」 ○二十五字，作一氣讀。「曰」者，心口相商之詞。蓋用反語收上王命舊職二層，宕逸。
16.24	正轉一句，緊陗。
16.25	直收到「君子則否」句。 ○三「恃」字，呼應。
16.26	齊侯更不下一語，妙。
17.1	僖公三十年  左傳
17.2	Main|燭之武退秦師
17.3	文公。
17.4	穆公。
17.5	晉文主兵，秦穆會之。
17.6	文公出亡過鄭，鄭不禮之。
17.7	鄭伯雖受曹盟，猶有二心于楚。 ○二句，言致伐之由。
17.8	凡。
17.9	函陵，氾南，皆鄭地。 ○二句，寫秦晉分軍次舍。可以乘閒私說，伏下燭之武夜縋見秦君。
17.10	鄭大夫。
17.11	鄭大夫。
17.12	佚之狐已有定算。
17.13	遣燭之武。
17.14	隱示不早見用意。雖近怨，然辭亦婉曲。
17.15	公先自責。
17.16	轉語急切，自然感動。
17.17	乃許處見秦君。
17.18	墜。
17.19	縋，懸索也。至夜乃懸城而下，恐晉覺也。
17.20	提過鄭事一邊，妙絕。
17.21	反跌一句。下乃歷言亡鄭之無益而有害，極爲透快。
17.22	秦在西，鄭在東，晉居其間。設若得鄭，而秦欲越晉國，以爲邊鄙，相隔甚遠。君亦當知其難也。 ○亡鄭無益。
17.23	煙。
17.24	陪，益也。鄰，謂晉也。言秦得鄭，必爲晉所有，是益鄰矣。鄰之地厚，則秦之地相形而薄也。 ○亡鄭又有害。
17.25	捨。
17.26	同「供」。
17.27	鄭在秦東，故曰東道。行李，使人也。言秦能舍鄭以爲東道主人，秦之使者，往來過此，或資糧乏困，鄭能供給之，于秦又何所害焉。 ○舍鄭有益無害。
17.28	晉君，謂惠公。賜，猶德也。焦，瑕，晉河外二邑。言穆公曾納惠公，亦云有德矣。惠公許秦以河外焦瑕二邑，乃朝濟河，而夕卽設版築，以守二城。其背秦之速，君之所知也。 ○此借舊事以見晉慣背秦德。與之共事，斷無有益。絕好一證。
17.29	平聲。
17.30	宕筆妙。進一層說。
17.31	封，疆也。肆，大也。闕，削也。言旣滅鄭，以闢其東方之封疆。勢必又欲大其西方之封疆。若不削小秦地，將何所取之，以肆其西封也。 ○此言晉不獨得鄭，後必將欲得秦，爲害甚大。
17.32	上言亡鄭以陪鄰，此直言「闕秦以利晉」，何等透快。
17.33	悅。
17.34	恕。
17.35	三子皆秦大夫。戍，屯兵以守也。
17.36	秦師退矣。
17.37	晉文公舅。
17.38	請擊秦師。
17.39	微，無也。夫人，指秦伯。文公亦秦所納，故言微秦伯之力，何緣得爲晉君。
17.40	賴秦力得國，而反害秦，是不仁也。
17.41	智， ○誤與同事，是不知也。
17.42	二國整師而來，而乃自相攻擊，易之以亂，是不武也。
17.43	晉師亦退矣。
18.1	僖公三十二年  左傳
18.2	Main|蹇叔哭師
18.3	秦大夫。三十年，秦伯與鄭人盟，使杞子等戍鄭。
18.4	管，鎖鑰也。
18.5	秦大夫。
18.6	輕行而掩之曰襲。 ○總斷一句。破潛師得國之非，下作兩層寫。
18.7	兵師勞苦，其力必盡。遠方之主，易爲之備。
18.8	一層言鄭不可得。
18.9	鄭旣知之，則秦兵勤勞而無所得，必生悖逆之心而妄爲。
18.10	不但鄭知，他國無不盡知，伏下晉人禦師。 ○一層言師不可潛。
18.11	不受其言。
18.12	孟明，姓百里，名視。西乞名術。白乙名丙。
18.13	呼孟明也。
18.14	十三字，要作哭聲讀。
18.15	合手曰拱。言爾何有知識，設當中壽而死，爾之墓木已拱矣。極詆其衰老失智也。
18.16	去聲。
18.17	殽地險阻，可以邀擊。晉有宿怨，禦師必在于此。
18.18	大阜曰陵。
18.19	桀之祖。
18.20	同「避」。
18.21	殽之北陵，兩山相嶔，故可以避風雨。 ○點綴情景，慘淡凄其，不堪再誦。
18.22	四十一字，要作哭聲讀。
18.23	爲明年晉敗秦于殽張本。
19.1	文公十七年  左傳
19.2	Main|鄭子家告趙宣子
19.3	靈公。
19.4	戶， ○扈，鄭地。
19.5	平宋亂以立文公。
