^:<name=gwgz footnote=ck preload=true>	note
19.蕆	完成。
19.陳靈公	前613年至前599年在位。
19.燭之武	鄭大夫。
19.往朝夷	太子夷往朝于晉。這是倒裝句。
19.密邇	親近。
19.孤	侯王的自稱。這里是對外稱自己的國君。
19.二三臣	指鄭國燭之武、子家本人等幾個臣子。
19.絳	晉國都城，在今山西翼城縣東。
19.蔑	無。
19.大國	指晉國。
19.逞	滿足。
19.音	通“蔭”，指庇蔭之處。言外之意是，如果晉國逼迫太緊，鄭國就要投靠楚國。
19.鋌	快跑的樣子。
19.命	指晉國的要求。
19.罔極	無窮。
19.悉	盡。
19.賦	這里指軍隊。古時按田賦出兵。
19.鯈	地名，在晉鄭交界處。
19.文公二年	指鄭文公二年（前671年）。
19.獲	得。
19.成	講和。蔡是楚的盟國，鄭攻打蔡國，當時楚國反與鄭國講和。
19.強令	強制性的命令。
19.圖	體諒。
19.鞏朔	晉大夫。
19.趙穿	晉國的卿。
19.公婿池	晉靈公的女婿，名池。
20.楚子	指楚莊王，前613年至前591年在位。
20.陸渾之戎	古代西北少數民族之一。古戎人的一支，原居秦、晉西北，后遷到伊川（今河南伊河流域）。
20.洛	水名。源出陜西，經河南入黃河。
20.定王	周定王，前606年至前586年在位。
20.王孫滿	周大夫。^note原作「公孫滿」
20.鼎	相傳為夏禹所鑄，共九個，是夏、商、周三代傳國之寶，也是王朝權力的象征。因此，問鼎輕重，反映了覬覦（jìyú）王權的意圖。
20.圖物	繪制各地奇異之物。
20.貢金	貢獻金屬品。
20.九牧	九州之長。
20.神奸	鬼神怪異之物。
20.若	順。
20.螭魅	通“魑魅”，傳說是山林里的精怪。
20.罔兩	通“魍魎”，傳說是河川里的精怪。
20.休	保佑。
20.昏德	昏亂的行為。
20.載祀	載與祀都是年的別名。
20.休明	美好清明。
20.奸回	奸惡邪僻。
20.祚	賜福。
20.厎止	限度。
20.成王	指周成王。
20.定鼎	九鼎為傳國重器，王都所在，即鼎之所在，因而稱定都為定鼎。
20.郟鄏	地名，在今河南洛陽。
21.從	追擊。
21.丘輿	齊地名，在今山東費縣。
21.馬陘	齊地名，在今山東益都西南。
21.齊侯	指齊頃公，前598年至前582年在位。
21.賓媚人	即國佐，齊大夫。
21.紀	古國名，在今山東壽光南，為齊所滅。
21.甗	炊器，青銅或陶制。
21.玉磬	玉制樂器。這是齊滅紀國時所得到的兩件國寶。
21.蕭同叔子	指齊頃公的母親。蕭，國名。同叔，蕭國國君的字，此人為齊頃公的外祖父。子，指女兒。晉人不便直言，所以這樣稱呼她。
21.質	人質。
21.盡東其畝	使田間的壟埂順著東西的方向。晉人企圖以兵車進攻齊國時易于通行。
21.匹敵	指國君地位平等。
21.王命	指先王關于以孝治天下的命令。
21.匱	竭盡。
21.錫	賜予。詩句見《詩經·大雅·既醉》。
21.無乃	委婉的語氣詞，有“恐怕”的意思。
21.疆理	指對田地的劃分與治理。疆，定疆界。理，治理，指劃定溝渠和道路。
21.物	察看。
21.布	分布。
21.南東其畝	指壟埂走向，或順著南北方向，或順著東西方向。詩句見《詩經·小雅·信南山》。南、東都是動詞。
21.戎車	兵車。
21.闕	過失。
21.四王	指禹、湯、周文王、周武王。
21.王	是以德治天下的意思。
21.五伯	指夏的昆吾、商的大彭、豕韋、周的齊桓、晉文。也有人認為是指齊桓公、宋襄公、晉文公、秦穆公、楚莊王。伯，通“霸”。
21.敷	施行。
21.優優	寬大平和的樣子。
21.祿	幸福。
21.遒	聚集。詩句見《詩經·商頌·長發》。
21.腆	厚。
21.賦	這里指軍隊。
21.犒	本指慰勞軍士，這是外交辭令，指與晉人作戰。
21.震	引申為“威力”的意思。
21.撓敗	挫折失敗。
21.徼	求。
21.泯	毀滅。
21.燼	燒殘的灰。這里比喻殘余的軍隊。
22.谷臣	楚莊王的兒子。
22.連尹襄老	楚臣。連尹，官名。襄老，人名。公元前597年晉楚邲之戰時，晉國俘獲谷臣，射死襄老，把尸首運回晉國。楚國俘獲知䓨。
22.知䓨	晉大夫，荀首之子。
22.荀首	即知莊子，晉國的上卿。
22.佐	輔，任副職的意思。
22.中軍	古代軍事編制，分左中右三軍，主帥親率中軍。
22.王	指楚共王，前590年至前560年在位。
22.俘馘	俘虜。馘，截掉耳朵。古代戰時以割取敵人尸首左耳來記戰功。
22.執事	侍從左右的人。這里實際指楚共王。
22.釁鼓	古代的一種祭禮。用牲畜的血來涂抹鐘鼓。這里是被殺掉的意思。
22.即	動詞，就。
22.紓	寬舒。這里是解除苦難的意思。
22.懲	克制。
22.宥	寬赦。這里是原諒的意思。
22.累	捆綁。
22.不穀	不善。這是諸侯自稱的謙詞。
22.靈	威靈。這里是福氣的意思。
22.累臣	被俘虜的人。這里是知䓨的自稱。
22.不朽	不腐爛。這里指對國君忠貞不渝。
22.外臣	對別國君主稱本國的臣。這里指知䓨的父親荀首。
22.宗	宗族。
22.嗣	繼承。
22.宗職	家族世襲的官職。
22.事	軍事，這里指擔任軍中職務。
22.偏師	副將所率軍隊。
22.修封疆	保衛邊境。
23.晉侯	指晉厲公，前580年至前573年在位。
23.呂相	人名，晉大夫魏锜之子。
23.曰	以下都是呂相代表晉厲公說的話。
23.昔逮	自從。
23.獻公	晉獻公。
23.穆公	秦穆公。
23.戮力	并力。
23.申	表明。這里是確定的意思。
23.重	加重。
23.昏姻	即婚姻。昏，通“婚”。指秦穆公娶晉獻公的女兒為夫人事。
23.天禍晉國	指晉獻公死后，由于他的幾個兒子爭位所造成的內亂。重耳（晉文公）、夷吾（惠公）等群公子先后逃出晉國，流亡各地。
23.無祿	無福祿，不幸。
23.即世	去世。
23.用	因而。
23.奉祀	主持祭祀。這里指立為國君。
23.大勛	大功。
23.韓之師	僖公十五年（前645年）秦伐晉，戰于韓原，秦國俘獲晉惠公。
23.成	成全。
23.躬	親自。
23.擐	穿。
23.征	率領。
23.胤	后代。
23.怒	侵犯。
23.疆埸	邊境。埸，疆界。
23.致命	拼死決戰。
23.造	恩德。
23.西	指秦國。秦在晉西。
23.吊	吊唁。
23.蔑	輕視。
23.寡	少。這里是欺侮的意思。
23.迭	通“軼”（yì），突然侵襲。
23.殽	通“崤”，山名，在今河南洛寧西北。
23.奸絕	拒絕。奸，通“捍（hàn）”。
23.保城	指晉國防守的邊城。
23.殄滅	毀滅。
23.費滑	滑國的都城，在今河南偃師附近。
23.撓亂	擾亂。
23.同盟	鄭國、滑國都是晉國的同姓盟國，所以稱“兄弟”、“同盟”。
23.隕	通“殞”，滅亡。
23.殽之師	指僖公三十三年（前627年）秦晉崤山之戰。
23.赦罪	求和解。
23.即	接近。
23.誘	引導。
23.衷	內心。
23.逞	滿足，施展。
23.穆	秦穆公。
23.襄	晉襄公。
23.康	秦康公。
23.靈	晉靈公。
23.康公我之自出	秦康公為晉獻公女伯姬所生，所以說出自晉國。
23.闕	通“掘”，挖掘。
23.剪	截斷。
23.蟊賊	食禾苗的害蟲。這里比喻危害國家的人，指晉文公之子公子雍。公子雍一直寄居秦國，晉襄公死后，有人主張立他為嗣，由于襄公夫人穆嬴等反對未遂。
23.令狐之役	指魯文公七年（前620年）秦晉令狐之戰。令狐，晉地名，在今山西猗氏西。
23.悛	悔改。
23.河曲	晉地名，指今山西芮城西風陵渡一帶。
23.涑川	水名，在今山西西南部。
23.俘	擄掠。
23.王官	晉地名，在今山西聞喜南。
23.剪2	削弱。
23.羈馬	晉地名，在今山西永濟南。
23.河曲之戰	指文公十二年（前579年）秦晉兩國在河曲一帶發生的戰事。
23.君	指秦桓公。
23.景公	晉景公。
23.狄難	指晉滅赤狄潞氏。
23.河縣	指濱河的縣邑，即下文的箕、郜等地。
23.箕	箕邑，即今山西蒲縣箕城。
23.郜	在今山西祁縣西。
23.芟夷	鏟除，毀壞。
23.農功	農作物。
23.虔劉	殺戮。
23.邊陲	邊境。
23.輔氏之聚	指魯宣公十五年（前594年），晉在輔氏聚眾抗秦事。輔氏，晉地名，在今陜西大荔縣。
23.徼	求。
23.獻	晉獻公。
23.伯車	秦桓公的兒子。
23.景公	晉景公。
23.令狐之會	事在魯成公十一年（前580年）。
23.祥	善。這里是善心的意思。
23.白狄	狄族的一支。
23.州	指雍州。
23.仇讎	仇敵。
23.昊天	上天。昊，大。
23.秦三公	指秦穆公、康公、共公。
23.楚三王	楚成王、穆王、莊王。
23.宣	揭露。
23.昵	親近。
23.不佞	不才。
23.執事	對于對方的尊稱。這里實際指秦穆公。
24.向	春秋吳地。在今安徽懷遠。魯襄公十四年（前559年），晉國召集諸侯的使臣，在這里商議共同討伐楚國的事情。
24.戎子	姜戎族首領。姜戎是古戎人之一。
24.駒支	姜戎族首領的名字。
24.范宣子	晉國大臣，士氏，名丐。
24.朝	原指朝廷，這里指諸侯使臣一起會商事情時臨時設立的朝位。
24.吾離	姜戎族的遠祖。
24.被	通“披”。
24.苫蓋	用草編成的覆蓋物。
24.蒙	戴。
24.荊棘	指用荊條編成的帽子。
24.腆	豐厚。
24.職	主要。
24.由	緣故。
24.詰朝	明日。
24.蠲	顯示。
24.四岳	傳說為堯、舜時的四方部落首領。
24.裔胄	后代。
24.翦棄	滅絕。
24.舍戍	留下戍守的人。魯僖公三十年，晉與秦國攻鄭國，鄭之老臣燭之武說服秦穆公，秦與鄭私下訂立盟約，留下戍守的將士，班師回國。
24.殽之師	指僖公三十年晉軍在崤山一帶襲擊秦軍一事。殽，即崤山。在今河南西部。
24.亢	同“抗”，抗擊。
24.掎	拉住。
24.踣	仆倒。
24.逷	疏遠。
24.師旅	指師帥旅帥等晉國大夫。
24.攜	攜貳，叛離。
24.贄幣	禮品，引申為禮儀。
24.瞢	慚愧。
24.青蠅	《詩經·小雅》篇名。詩中有“愷悌君子，無信讒言”的語句。
24.愷悌	和藹可親。
25.欒盈	晉大夫，因與范宣子爭權，事敗，逃奔楚國。
25.宣子	即范宣子。
25.羊舌虎	晉大夫，是欒盈的同黨。
25.叔向	即羊舌㬳（xī），羊舌虎之兄，也是晉大夫，曾為太子太傅。
25.離	通“罹”，遭遇不幸的事。
25.優哉游哉	以下所引詩句見《詩經·小雅·采菽》，但不全。
25.樂王鮒	晉大夫。
25.祁大夫	即祁奚，字黃羊。
25.室老	古時大夫都有家臣，家臣中為首的稱室老。
25.不棄仇	祁奚告老時，晉君問他何人可以替他，他推舉自己的仇人解狐。解狐不久去世，他又推舉自己的兒子祁午。當時人們稱贊他“外舉不避仇，內舉不避親”。
25.有覺德行	以下兩句出自《詩經·大雅·抑》。
25.覺	正直。
25.驲	古代驛站專用的車。
25.惠我無疆	以下兩句出自《詩經·周頌·烈文》。
25.聖有	以下兩句見偽《古文尚書·胤征篇》。
25.謨	謀略。
25.征	證明。
25.鯀	傳說中我國原始時代的一個部落首領，禹的父親。因治水無功，被舜殺死在羽山。
25.殛	誅戮。
25.伊尹	商朝初年的大臣，曾輔佐商湯滅夏桀。
25.大甲	即太甲，商湯的嫡長孫。傳說他即位以后，破壞商湯成法，被伊尹放逐，三年后太甲悔過復位，伊尹仍輔佐他治理國政。
25.管蔡	管叔、蔡叔，周公旦的弟弟，因發動叛亂被殺逐。
26.范宣子	春秋時晉國大臣。范文子之子。士氏，名丐。晉平公時執掌國政。
26.幣	帛，古代通常用作禮物。這里指諸侯向盟主晉國進獻的貢品。
26.病	憂患。
26.鄭伯	指鄭簡公。
26.子產	即公孫僑，一字子美。鄭簡公十二年（前554年）為卿，積極倡導改革。
26.寓	寄托。
26.子西	即公孫夏，鄭大夫，當時從鄭簡公朝晉。
26.令	美。
26.貳	有二心，即離心。
26.賴	取得，這里指私自占有。
26.沒沒	沉湎、執迷的樣子。
26.輿	車。
26.無亦	等于說“何不”。
26.詩	即《詩經》。這里前二句引文出自《詩經·小雅·南山有臺》篇。后二句出自《詩經·大雅·大明》篇。
26.女	通“汝”，你。
26.恕思	心存寬厚之意。
26.邇	近。
26.浚	榨取。
26.焚	斃。
26.說	通“悅”，高興。
27.崔武子	即崔杼，齊國卿。
27.棠姜	齊國大夫棠公的夫人。棠公死，崔杼娶她為妻。
27.莊公	指齊莊公。
27.晏子	即晏嬰（？—前500年），字平仲。歷仕靈公、莊公、景公三世。公元前556年任齊卿（相當于后來的宰相），以干練、節儉、擅長辭令聞名。
27.陵	超越，凌駕。
27.口實	口中食物，即俸祿。
27.私昵	最親近的人。
27.人	指崔杼。
27.有君	指受到國君的寵信。
27.庸何	怎么。
27.踴	跳。這里指因哀痛而跺腳。
28.公子札	即季札，吳王壽夢最小的兒子。
28.聘	訪問。吳王夷昧立為君主不久，派遣季札到各國訪問。
28.周樂	周朝王室的樂舞。成王曾賜給魯國以天子之樂，所以在魯國可以欣賞到周樂。
28.工	樂工。
28.周南	周、召是周公、召公最初的封地。后來長江、漢水、汝水一帶隸屬周朝版圖，即由周公、召公分別管轄，因此，這里的樂歌稱為《周南》、《召南》。
28.始基	開始。過去有人認為，《周南》、《召南》產生的時代較早，是周文王教化百姓的開始。
28.邶	采自諸侯國的樂歌。邶，周武王封殷紂王之子武庚于此，故地在今河南湯陰縣東南的北城鎮；
28.鄘	周武王弟管叔的始封之地，故地在今河南汲縣東北鄘城；
28.衛	周武王弟康叔的始封之地，故地包括今河南北部和河北南部。
28.衛康叔	康叔，周公的弟弟，封于衛。
28.武公	康叔的九世孫。傳說康叔與武公都是衛國的賢君。
28.王	指采自王城一帶的樂歌。王城，西周的東都，平王東遷后定都于此，故地在今河南洛陽市。
28.鄭	指采自鄭國的樂歌。春秋時期的鄭國在今河南新鄭、鄭州、滎陽一帶。
28.細	本指音節的細碎，這里又象征政令煩瑣細碎，所以下文說百姓很難忍受。
28.齊	指采自齊國的樂歌。春秋時的齊國包括今山東東北部和中部。
28.泱泱	深廣宏大的樣子。
28.大風	大國的氣魄。
28.大公	指姜太公呂尚，齊國始封的君主。
28.豳	指采自豳地的樂歌。豳，在今陜西旬邑西。
28.秦	指采自秦國的樂歌。春秋時期的秦國，在今陜西、甘肅一帶。
28.夏聲	古代的一種樂歌。
28.魏	指采自魏國的樂歌。西周和春秋時期的魏國在今山西芮（ruì）城。前661年為晉所滅。
28.沨沨	指音節輕盈飄浮。
28.唐	指采自唐地的民歌。唐，在今山西南部。
28.陶唐氏	即唐堯，傳說中的古代帝王。
28.令德	美德。
28.陳	指采自陳國的樂歌。春秋時期的陳國，在今河南東南部及安徽北部。
